13|22|117|2|2|7|4605|2|1|3|-1|-1|4|13||3|1||growing in ANET base; a frequent weed|13-02-1995|792, 1991, 4508|'12°36''27'''' N'|'92°38''50'''' E'|5 m|herb|inflorescence in terminal  and axillary heads|with other weeds which grow in full sun|frequent|grassy place, full sun, clayey soil|||yellow|||disturbed areas
14|114|117|2|2|7|13|1|1|3|-1|-1||14|Tottalvadi|3|0|0|growing in disturbed areas; collected in ANET base|13-02-1995|794, 2144, 4179|'12°36''27'''' N'|'92°38''50'''' E'|5 m|herb|very prickly herb|with other weeds|frequent||||rose|||
15|22|117|2|2|7|3447|1|1|3|-1|-1|-1|15||3|1||frequent in disturbed places|13-02-1995|795, 1992, 4509|'12°36''27'''' N'|'92°38''50'''' E'|5 m|herb|inflorescence in axillary heads||frequent|grassy place, full sun, clayey soil|||yellow|||
16|22|117|2|2|7|5144|2|1|3|-1|-1|-1|16||3|1||frequent in disturbed areas, roadsides|13-02-1995|796, 1993, 4509|'12°36''27'''' N'|'92°38''50'''' E'|5 m|herb|||frequent|grassy place, full sun, clayey soil||||||road sides
17|2|104|2|2|7|3550|3|3|-1|-1|-1||17||3|0|0|growing just above the high tide water line in clayey soil; also in canopy gaps due to tree fall|22-02-1995|785, 1954, 4635|||sea level|herb|inflorescence in terminal spikes||frequent|clayey soil|||bracts leafy, pale blue, corolla lobes with reticulate venation|||littoral and swamp
18|2|117|2|2|7|17|2|3|-1|-1|-1||18||2|0|KEW 1|frequent in cleared areas|23-02-1995|784, 1954|'12°36''27'''' N'|'92°38''50'''' E'|sea|herb|a hirsute herb with procumbent stem|open land species like Mimosa pudica, Chromolaena odorata etc.|frequent||hirsute or softly tomentose||inflorescence a compressed spike or rosette, flowers pale violet, the upper two corolla lobes have a darker inside|||open land
19|49|117|2|2|7|18|2|3|-1|-1|-1||19||3|0|0|growing in a silted creek East of ANET base, in  the Heritiera littoralis - Pongamia pinnata community, in sandy loam; occasional in Mangal forests|23-02-1995|783, 2028, 4337|'12°36'' N'|'92°39'''' E'|sea|tree|inflorescence terminal|Mangals|occasional|marshy|||scarlet|||littoral and swamp
20|148|117|2|2|7|4091|2|3|-1|-1|-1||20||3|0|0|East of ANET base next to the Mangrove forest|23-02-1995|782, 2236, 4329|'12°36''27'''' N'|'92°38''50'''' E'|sea|shrub||Mangals|occasional|marshy|grouped at end of branchlets||white|||littoral and swamp
21|223|97|2|2|7|20|3|3|-1|-1|-1||21||2|0|0||28-02-1995|781, 1956||||tree|inflorescence in panicles||frequent|loamy|||whitish|||evergreen, semi-evergreen
22|2|97|2|2|7|2891|3|3|-1|-1|-1||22||3|0|0|occasional to frequent; the plant is common in many forest types|28-02-1995|771, 1953, 4638|||sea|herb|||occasional||opposite, decussate||pale rose|||in many forest types
23|22|92|2|2|7|22|3|3|-1|-1|-1||23||3|0|0|growing on the beach facing East, in white sandsyn: L. pinnatifida Cass.|08-03-1995|772, 1990, 4504|||sea|creeper|a herb rooting at the bigger nodes|beach flora|frequent|sandy|succulent, in rosettes at nodes||yellow|||littoral
24|69|92|2|2|7|3804|3|3|-1|-1|-1||24||3|0|0|frequent on sandy beaches|08-03-1995|773, 2069, 4378|||sea|herb|||frequent|sandy|||inflorescence a cyathium|||littoral
25|101|92|2|2|7|3901|3|3|-1|-1|-1||25||3|0|0|prefers rocky terrain on beaches; typically found on West coasts; occasional, to frequent in places|08-03-1995|774, 2116, 4149|||sea|shrub|||occasional||with appressed silky tomentum||white|||littoral
26|115|87|2|2|7|280|3|3|-1|-1|-1||26||3|0|0|the forest is mostly undisturbed|08-03-1995|775, 2164, 4217|'12°34''39'''' N'|'92°35''15'''' E'|sea|tree||Terminalia catappa, Manilkara littoralis and other coastal trees|occasional|sand|dark green above||hypanthium, usually in pairs, 1/4"|syconium||littoral and swamp
27|80|87|2|2|7|26|3|3|-1|-1|-1||27||3|0|0|only one tree found on Chester Island|10-03-1995|776, 2095, 4121|'12°34''39" N'|'92°35''15" E'|sea level|tree||littoral species like Scaevola|rare|sand|peltate|||inside a receptacle which opens on top||littoral
28|75|117|2|2|7|27|2|3|-1|-1|-1||28||3|0|FRLHT 1|to the East of the ANET base in the Heritiera littoralis-Pongamia pinnata communityalso found along the beach at North Wandoor|13-03-1995|777, 2087, 4114|'12°36''27'''' N'|'92°38''50'''' E'|sea|climber|||frequent|marshy|tip modified into a tendril|||orange||littoral
29|76|117|2|2|7|3855|2|3|-1|-1|-1|-1|29||3|0|0|growing on the hillock behind ANET, in loamy soil|13-03-1995|778, 2111, 4141|'12°36''27'''' N'|'92°38''50'''' E'|30 m|tree|||occasional|loamy|||lobes white, tube orange|||evergreen
30|12|88|2|2|7|29|2|3|-1|-1|-1||30||2|0|0|generally found in undisturbed patches|21-03-1995|779, 1967||||tree|||occasional|others|||rrenish, frarant|whitish||evergreen
31|152|88|2|2|7|30|1|3|-1|-1|-1||31|Virali|3|0|0|in sandy soil; occasional, to frequent in places|21-03-1995|780, 2215, 4256||||shrub||littoral species|occasional|sandy|||greenish-yellow|compressed, winged||littoral and swamp
32|146|88|2|2|7|31|3|3|-1|-1|-1||32||3|0|0||21-03-1995|770, 2192, 4248|||sea|tree||Mangals|occasional|marshy, loamy / clayey|||white|||littoral and swamp
33|89|117|2|2|7|5413|2|3|-1|-1|-1|-1|33||3|0|0|on the hill slope to the West of ANET base; very common in clearings|23-03-1995|805, 2253, 4280|'12°36'' N'|'92°39'''' E'||shrub|inflorescence a terminal panicle||very common||||white tinged with pink|||disturbed forest clearing
34|106|117|2|2|7|33|3|3|-1|-1|-1||34||3|0|0|in damp places; on hillock West of ANET|23-03-1995|806, 2125, 4158|'12°36'' N'|||shrub|a shrub with a smooth stem and dark green bark||frequent|damp places|||white, fragrant|round||evergreen forest
35|146|85|2|2|7|4066|3|3|-1|-1|-1||35||3|0|0|frequent, to abundant in places|25-03-1995|802, 2193, 4252|||sea|tree|inflorescence in axillary cymes|Mangals|frequent|marshy|||pale white, fragrant, corolla hairy|||mangrove
36|127|85|2|2|7|4015|3|3|-1|-1|-1||36||3|0|0|terrestrial orchid|25-03-1995|804, 2201, 4199||||epiphyte|||frequent|loam near the coast|||greenish|||evergreen
37|12|85|2|2|7|2898|3|3|-1|-1|-1||37||2|0|0||25-03-1995|801, 1966|||sea level|shrub|||very common|common in evergreen patches|||solitary, white, corolla tomentose|||evergreen
38|79|118|2|2|7|3872|3|3|-1|-1|-1||38||3|0|0|very common littoral species|13-04-1995|800, 2092, 4116|'12°23''56'''' N'|'92°33''47'''' E'|sea  level|shrub||littoral flora|common|sandy|light green|flowering, fruiting|white, corolla split, lobes all on one side|white, ribbed||littoral
39|148|118|2|2|7|38|3|3|-1|-1|-1|-1|39|sea coast teak|3|0|0|this species is often growing right up to the high tide water mark|13-04-1995|813, 2235, 4309|||sea level|tree|inflorescence in few-flowered axillary cymes|littoral species like Hibiscus tiliaceus, Scaevola koenigii|frequent|sandy|||white, fragrant|a drupe||littoral  & swamp
40|145|118|2|2|7|39|1|3|-1|-1|-1|-1|40||3|0|0||13-04-1995|812, 2196, 4330|||sea level|straggler||littoral species|common|sandy|||greenish, white, small|||littoral
41|22|118|2|2|7|5261|3|3|-1|-1|-1|-1|41||3|1|0|common creeper on beachessyn: A. lavenia (L.) Kuntze|13-04-1995|811, 1989, 4503|||sea level|creeper|||common|sandy|||yellow, capitullum|||littoral
42|118|91|2|2|7|41|3|3|-1|-1|-1||42||3|0|0||13-04-1995|810, 2178, 4185|||sea level|tree|||frequent|sandy|||white, very fragrant|||littoral
43|104|91|2|2|7|42|1|3|-1|-1|-1||43||3|0|||13-04-1995|809, 2117, 4151|'12°23''56" N'|'92°34''16" E'|sea level|liana|a woody liana||common|sandy|||small, whitish (pale)|||Mixed Mohwa forest
44|185|91|2|2|7|950|3|3|-1|-1|-1|-1|44||3|0||in Heritiera littoralis-Pongamia pinnata community; more frequent near the coast but also inlandsyn: A. solanacea Roxb.|13-04-1995|808, 2173, 4205|||sea level|tree||Heritiera littoralis|common|sandy|succulent, gland dotted|||purplish- black||littoral
45|71|117|4|12|7|257|2|1|4|-1|-1||51||3|0||growing  East of  ANET base, just on the border of the Mangal forest in the Heritiera littoralis-Pongamia pinnata communitysyn: E. rheedii Sprengel / E. scandens Benth. |09-03-1996|1000, 2072, 4102|'12°36'' N'|'92°39'' E'|sea level|liana|huge liana, trunk typically corkscrew shaped, GBH 89 cm|Fagraea sp., Heritiera littoralis, Cerbera odollam|occasional|in clayey soil|odd pinnate, alternate, leaflets minimum 3 pairs                                        |fruiting||a woody loment; at maturity the seed segments drop out of the persistent sutures|glossy chocolate brown, ovoid, compressed, with thick outer coat|littoral
46|65|117|4|12|7|3793|2|1|4|-1|-1|-1|52||3|0||GBH 48 cm,East of ANET base just on border of Mangal forest, in Heritiera littoralis-Pongamia pinnata communitythe juice of the unripe fruits contains a very strong colouring principle|09-03-1996|998, 2044, 4411|'12°36''27'''' N'|'92°38''50'''' E'|sea level|tree|small tree, bark dark|Areca triandra, Dinochloa andamanica|frequent|in clayey soil|coriaceous, glossy dark green above, light green beneath|fruiting||a berry, globose, velvety, contains up to 8 seeds|brown|littoral
47|127|117|2|2|7|46|2|1|4|-1|-1||53||3|0||bordering the Mangal forest East of ANET base, in the Heritiera littoralis-Pongamia pinnata community|09-03-1996|1084, 2199, 4195|'12°36'' N'|'92°39'' E'|sea level|epiphyte|inflorescence an axillary, panickled spike||occasional||coriaceous, dull green above, lighter beneath|flowering, fruiting|pedicillate, yellowish, fragrant|||littoral
48|127|117|2|2|7|47|2|1|4|-1|-1||54||3|0||East of ANET base in the Heritiera littoralis-Pongamia pinnata community|09-03-1996|1071, 2200, 4196|'12°36'' N'|'92°39'' E'|sea level|epiphyte||growing on a Diospyros tree|occasional||coriaceous|flowering|pink and yellow, flowerstalk reddish|||littoral
49|99|117|4|12|7|3898|2|1|4|-1|-1||55||3|0||East of ANET base, just outside the Mangal forest in the Heritiera littoralis-Pongamia pinnata community|09-03-1996|928, 2109, 4143|'12°36'' N'|'92°39'' E'|sea level|straggler|bark whitish||common|in clayey soil|coriaceous, shiny above, light green beneath, margin undulate|||||littoral
50|105|117|4|12|7|49|2|1|4|-1|-1||56||3|0||East of ANET base, just inland of the Mangal forest in the Heritiera littoralis-Pongamia pinnata community|09-03-1996|984, 2249, 4273|'12°36'' N'|'92°39'' E'|sea level|tree|with typical plank roots; young twigs whitish and rugose|Pongamia pinnata|frequent|in clayey soil|coriaceous, dull green above, silvery beneath|||drupe, with a rim on one side||littoral
51|17|117|4|12|7|50|2|1|4|-1|-1|-1|57||3|1||East of ANET base, just inland of the Mangal forest, in the Heritiera littoralis-Pongamia pinnata community; only 2 plants found|09-03-1996|982, 1974, 4488|'12°36'' N'|'92°39'' E'|sea level|straggler|treelet, but growing like a straggler||occasional|in clayey soil|coriaceous, dull green, 6-7 leaflets|||||littoral
52|110|117|4|12|7|61|2|1|4|-1|-1||58||3|4|AURO 4|East of ANET base, just inland of the Mangal forest in the Heritiera littoralis-Pongamia pinnata community|09-03-1996|929, 2126, 4160|'12°36'' N'|'92°39'' E'|sea level|tree|small tree, � 4 m high, young twigs rusty tomentose||frequent|in clayey soil|rusty tomentose, mid nerve yellowish|flowering|white, fragrant|||littoral
53|14|117|2|2|7|3677|2|1|4|-1|-1|-1|59||2|1|AURO 1|East of ANET base, in the Mangal forest|09-03-1996|1168, 1979|'12°36'' N'|'92°39'' E'|sea level|vine|a vine with milky latex||frequent|in clayey soil|thick coriaceous, brittle, shiny green above, light dull green beneath|flowering|yellowish green with distinct glands, corolla inside yellowish with darker stripes|||littoral
54|301|117|4|12|7|586|2|1|4|-1|-1|-1|60||3|5|AURO 5|East of ANET base just outside Mangal forest, in the Heritiera littoralis-Pongamia pinnata community|09-03-1996|930, 2062, 4375|'12°36'' N'|'92°39'' E'|sea level|tree|small tree, inflorescence axillary but also cauliflorous||occasional|in clayey soil|thin coriaceous, dark green and shiny above, lighter beneath|fruiting||a dehiscing capsule, globose, green, 2 -3 seeded|enveloped by yellow mucus|littoral
55|11|118|4|12|7|427|2|1|4|-1|-1|-1|61||2|0||East of ANET base, next to the Mangal forest, in the Heritiera littoralis-Pongamia pinnata communitysyn; Ancistrocladus extensus Wall. ex Planch.|09-03-1996|931, 1877, 4643|'12°36'' N'|'92°39'' E'|sea level|liana|||occasional|in clayey soil|coriaceous, dull dark green above, yellowish-green below|fruiting||||littoral
56|132|117|4|12|7|55|2|1|4||||62||3|4|AURO 4|in ANET base in a grassy place|10-03-1996|932, 2204, 4204|'12°36'' N'|'92°39'' E'|3m|climber|stem herbaceous, inflorescence solitary|Ipomoea sp., Mimosa pudica, grasses|occasional|in clayey soil|trilobate, alternate, tendril axillary|flowering, fruiting|sepals pinnatifid; flower white, with gynandrophore; 2 rows of corona hairs, outer one green, pinkish at base, inner one fully white; stigma trifid, anthers dorsifixed|a berry, indehiscent, tricarpellary, with parietal placentation|covered with mucus|
57|115|117|4|12|7|56|2|1|4|-1|-1|-1|63||3|3|AURO 3|only female flowers seento the North of ANET base, near the sea, in the Heritiera littoralis-Pongamia pinnata community|10-03-1996|933, 2150, 4221|'12°36'' N'|'92°39'' E'|sea level|tree|bark ashy green, inflorescence axillary, solitary|Heritiera littoralis, Pongamia pinnata, Rhizophora sp.|occasional|sandy|coriaceous, dark green, rugose below|flowering, fruiting|perianth 4-merous, greenish, stigma bifid|globose, with persistent perianth||littoral
58|32|117|4|12|7|57|2|1|4|-1|-1|-1|64||3|1|FRLHT 2|to the North of the ANET base, on the beach, in the Heritiera littoralis-Pongamia pinnata communitysoil white and calcarious|10-03-1996|934, 2012, 4354|'12°36'' N'|'92°38'' E'|sea level||a straggler, leaf rachis, nodes and stems with dark, recurved, alternate prickles, branchlets glabrous||frequent|sandy|bipinnate, leaflets glabrous, pale below|fruiting||a pod|one, dark coloured hard seed coat|littoral
59|118|117|4|12|7|41|2|1|4|-1|-1||65||3|0|FRLHT 1|North of ANET base, near the sea, in the Heritiera littoralis-Pongamia pinnata community;soil white and calcarious|10-03-1996|999, 2174, 4186|'12°36'' N'|'92°38'' E'|sea level||a tree with greyish bark|Heritiera littoralis, Pandanus sp.|occasional|sandy|thick coriaceous, dark green above, nerves pale below|flowering|inflorescence in cymes or panicles, terminal and cauliflorous; flowers white, fragrant, calyx persistent, corolla and androecium fixed on disc, stigma filiform|very young fruits, green||littoral
60|92|117|4|12|7|58|2|1|4||||66||3|4|AURO 4|North of ANET base, along the sea shore, in the Heritiera littoralis-Pongamia pinnata communityin white calcarious soil|10-03-1996|997, 1997, 4136|'12°36'' N'|'92°38'' E'|sea level|tree|inflorescence a pendulous raceme, axillary, > 60 cm long, |Pandanus sp., Heritiera littoralis, Manilkara sp.|occasional|sandy|alternate, simple, clustered at  the end of branchlets, large, petiole pulvinous,base pinkish, margin crenulate|flowering, fruiting|pale greenish, calyx two-lobed, stamens many, carpel inferior|a drupe, pinkish-green (unripe), with a single seed||littoral
61|185|117|4|12|7|950|2|1|4|-1|-1|-1|67||3|2|AURO 2|to the North of ANET base, close to the seasyn: A. solanacea Roxb.|12-03-1996|943, 2170, 4206|'12°36'' N'|'92°39'' E'|sea level|shrub|bark greyish-brown, young branchlets shiny, very smooth||occasional|in clayey soil|coriaceous, rather fleshy, light green, shiny on both sides with translucent oil glands|fruiting|inflorescence an axillary umbel|a drupe, globose, black when ripe, with red juice||littoral
62|52|117|2|2|7|59|2|1|4||||68||2|5|AURO 4 / KEW 1|to the North of ANET base, close to the sea|12-03-1996|4428, 4429|'12°36'' N'|'92°39'' E'|sea level|shrub|bark pinkish-grey, rather rough; flush reddish||occasional|in clayey soil|coriaceous, shiny above, light  green beneath; young leaves with rusty tomentum|fruiting||a capsule, woody and yellowish when ripe, 1-seeded|flattened, shiny black, with big orange fleshy aril|littoral
63|14|117|4|12|7|60|2|1|4|-1|-1|-1|69||2|2|AURO 1 / FRLHT 1|North of ANET base along the sea shore|12-03-1996|935, 1968|'12°36'' N'|'92°39'' E'|sea level|shrub|stem soft woody, pithy; sap watery; bark dark grey, smooth; branchlets pinkish-grey; inflorescence a terminal cyme||rare|sandy|chartaceous, young leaves very shiny on both sides|flowering, new leaves|calyx yellowish-green, corolla tube white, yellowish towards the lobes, petals with pink ornamentation, corona white fading to yellow|||littoral
64|110|117|4|12|7|61|2|1|4||||70||3|4|AURO 4|to the North of ANET base, growing about 50 m from the sea shore|12-03-1996|971, 2131, 4162|'12°36'' N'|'92°39'' E'|sea level|tree|small tree; bark grey; young twigs rusty tomentose; inflorescence terminal or axillary in panicles||frequent|in clayey soil|petioles rusty tomentose|fruiting, flowering|greenish-yellow, fragrant|a drupe, ellipsoid, ribbed on one side, yellow when ripe|single, cylindrical|Andaman moist deciduous
65|100|117|4|12|7|3020|2|1|4|-1|-1||71||3|4|AURO 4|to the North of ANET base, about 50 m from the sea shore|12-03-1996|936, 2113, 4146|'12°36'' N'|'92°39'' E'|sea level|parasite|branches brittle; bark grey; inflorescence cauliflorous and axillary|growing on a Morinda citrifolia|occasional||leathery, yellowish-green|flowering|corolla tube red, corolla lobes yellow turning red|||littoral
66|135|117|2|2|7|4073|4|1|4|-1|-1|-1|72||3|5|AURO 5|to the North of ANET base, about 50 m from the sea shoreonly one plant found|12-03-1996|1164, 2206, 4240|'12°36'' N'|'92°39'' E'|sea level|tree|small tree, bark almost white, lenticellate, sap watery, not copious, pronounced fragrance from the cut end, twigs souple||rare|sandy loam|clustered at the end of branchlets, thinly coriaceous, yellowish-green, glabrous, margin wavy, lamina from 10 x 3.5 to 17.5 x 5.5 cm, petiole from 12 to 30 mm|fruiting||a capsule, orange when ripe, dehiscing, 2- 3 clavate, with persistent style, glabrous, thick rind with fragrant resine|shiny red, reniform (horse shoe like), concave, sticky, usually 4 developed ones|littoral
67|146|117|4|12|7|4066|2|1|4||||73||3|6|AURO 6|North of ANET base, to the East along the sea shoregrowing on a sandy beach|12-03-1996|978, 2185, 4250|'12°36'' N'|'92°39'' E'|sea level|tree|stem soft woody; bark very rough; inflorescence a dichotomous cyme, flowers mostly in pairs||abundant|sandy|with many black spots on abaxial side, mucronate tip|flowering, fruiting|yellowish- white|a radicle|single|littoral
68|110|117|4|12|7|3919|2|1|4|-1|-1||74||3|4|AURO 4|North of ANET base, growing on the high tide water line|12-03-1996|937, 2132, 4168|'12°36'' N'|'92°39'' E'|sea level|tree|bark dark, rough, cracked lenghtwise, peeling off in flakes, cut red||occasional|in sandy soil|coriaceous, shiny above, pale green beneath, 6 - 8 leaflets|fruiting||a capsule, green, globose, with a thick rind, a bit bigger than a tennis ball|many, brown, angular|littoral
69|18|117|4|12|7|65|2|1|4|-1|-1||75|Sea Date Palm|3|0|FRLHT 2|to the North of the ANET baseforming a clump of 6 plants, growing 10 m from the sea shore|12-03-1996|979, 1870, 4498|'12°36'' N'|'92°39'' E'|sea level||tree, stem woody, fibrous||occasional|sandy|up to 1.52 m long, leaflets up to 45 cm long, silvery glaucous beneath, spines up to 7 cm long, brown|fruiting|inflorescence a compound spike|a drupe, ripening from green through red to black||littoral
70|293|117|2|2|7|3849|2|1|4|-1|-1|-1|76||3|4|AURO 4|to the North of ANET base along the coast|13-03-1996|1072, 2017, 4367|'12°36'' N'|'92°39'' E'|sea level|shrub|stem woody, bark greyish-yellow; young branches rusty; sap watery turning brown|Pandanus sp., Licuala peltata, Aglaia sp., Calophyllum inophyllum||sandy|opposite, decussate, oblong, coriaceous, young leaves rusty, mature ones pale green on the upper side, much paler below|||||littoral
71|301|117|4|12|7|4766|2|1|4|-1|-1|-1|77||3|1|AURO 1 / KEW 1 / Chakrab. 1|to the North of ANET base, along the coastsometimes in "Stilaginaceae"identified by T. Chakraborty, 06.05.09|13-03-1996|1159, 2067, 4397|'12°36'' N'|'92°39'' E'|sea level|shrub|stem wooly, bark greyish; young shoots covered with hairs|Calophyllum spectabilis, Licuala peltata, Pandanus sp.|rare|sandy|simple, penninerved, flush and the veins of the  young leaves pinkish, the nerves on the abaxial side are covered with hairs|flowering, new leaves|inflorescence a panicled spike, flowers subsessile, greenish, bracteate, tepals 4, stamens 4|||littoral
72|278|117|4|12|7|68|2|1|4|-1|-1|-1|78|Sarakhotini|3|4|AURO 4|to the North of ANET base, in fallow lying fields|13-03-1996|938, 1941, 4270|'12°36'' N'|'92°39'' E'|sea level|herb|stem herbaceous; inflorescence axillary, solitary or in fascicles|Eupatorium sp., grasses, Pandanus tectorius|occasional|sandy|chartaceous|flowering, fruiting|white|a capsule|small, brown|littoral
73|105|117|4|12|7|69|2|1|4||||79||3|4|AURO 4|to the North of ANET base, along the seashore, in the Heritiera littoralis-Pongamia pinnata community|13-03-1996|994, 2119, 4154|'12°36'' N'|'92°39'' E'|sea level|tree|bark fissured lengthwise, corky, lenticellate|Heritiera littoralis, Manilkara sp.|frequent|sandy|pubescent, cordate, simple                    |flowering, fruiting|yellow, fading to pinkish-brown, fragrant|capsule, dehiscing into 5 valves, with many seeds|reniform|littoral
74|116|117|4|12|7|3945|2|1|4|-1|-1||80||3|4|AURO 4|to the North of the ANET base, along the coast|13-03-1996|995, 2168, 4213|'12°36'' N'|'92°39'' E'|sea level|tree|a tree, bark pinkish-grey, sap watery turning pink in colour|Pandanus, Syzygium|occasional|loamy|alternate, oblong, coriaceous, glabrous, veins greenish at adaxial side, leaf buds rusty|flowering|inflorescence a panicle, axillary and cauliflorous, flowers small, greenish-yellow|||littoral
75|301|117|4|12|7|3798|2|1|4|-1|-1|-1|81||3|0||to the North of ANET base, along the coast|13-03-1996|993, 2055, 4400|'12°36'' N'|'92°39'' E'|sea level|treelet|stem woody, bark grey; inflorescence axillary, solitary or in pairs|Morinda sp., Ficus sp.|occasional|sandy|sub-coriaceous, pale below, drying black|flowering, fruiting and flushing|bracteate, tepals 6, male flower small, female greenish, tricarpelary|red- purple|three-angular|littoral
76|49|117|4|12|7|3850|2|1|4|-1|-1||82||3|3|AURO  3|to the North of ANET base, along the coast|13-03-1996|939, 1890, 4334|'12°36'' N'|'92°39'' E'|sea level|straggler||Syzygium sp., Pandanus sp.|occasional|loamy|whorled or opposite, simple, thick coriaceous, glabrous, puberulous along the veins on the lower side, black spots are common on the ventral side of the leaves|fruiting||a 4-winged samara||littoral
77|58|117|4|12|7|3777|2|1|4|-1|-1|-1|83||3|4|AURO 4|East of ANET base, between the Mangrove community and the beginning of the slopein Andaman moist deciduous forest|14-03-1996|942, 2038, 4372|'12°36'' N'|'92°39'' E'|sea level|herb|perennial herb with small rhizome||occasional|sandy|up to 1 m long, linear, channeled, as long as or shorter than the peduncle|flowering, fruiting|spikelets, brown|||Andaman moist deciduous
78|69|117|4|12|7|3813|2|1|4|-1|-1||84||3|4|AURO 4|to the East of ANET base, between Mangal and beginning of slope in Andaman Moist Deciduous forest|14-03-1996|940, 2050, 4388|'12°36'' N'|'92°39'' E'|sea level|tree|tree, about 10 m in height; bark grey, corky, with lenticels; cut pale yellow, sap watery; inflorescence an axillary panicle||occasional|loamy|peltate, with 10 basal nerves, dull green above, glaucous beneath, petiole to 30 cm long|flowering, fruiting||a dehiscing capsule, 3-valved, globose, with sticky projections||Andaman moist deciduous
79|137|117|4|12|7|4031|2|1|4|-1|-1||85||3|0|FRLHT1|to the East of ANET base, in between the Mangrove forest and the beginning of the slope|14-03-1996|941, 1926, 4238|'12°36'' N'|'92°39'' E'|sea level|straggler|huge climbing bamboo with zig-zag stem; green, hollow, internodes 20 - 50 cm long, nodal branchlets from 4 to many, pale green||abundant|loamy|shiny on both sides|||||Andaman moist deciduous
